severity,affected_population,disaster_type,rainfall_mm,road_blockage_percent,medical_need_level,elderly_population,infrastructure_damage_level,rescue_team_availability,area_size_km2,hospital_distance_km,response_time_target_min,teams_required,ambulances_required,food_packets_required,medical_kits_required
8,906,CYCLONE,202.5,66.0,9,148,8,36,85.5,25.8,60,226,43,2345,52
5,4062,CYCLONE,291.3,61.7,6,825,5,21,6.6,29.9,30,564,54,10205,133
6,2867,OTHER,175.2,76.5,6,361,7,23,99.2,21.2,15,306,27,7228,101
4,2038,EARTHQUAKE,194.4,59.3,2,456,2,22,17.4,27.4,15,216,24,5135,64
8,3470,CYCLONE,154.4,42.1,1,656,10,2,98.6,19.5,60,777,36,8755,111
6,4700,FLOOD,242.5,10.0,4,550,9,49,66.9,9.2,45,635,45,11810,151
6,3581,EARTHQUAKE,149.1,84.7,2,780,9,14,29.1,3.3,60,573,36,9012,115
4,763,OTHER,253.3,9.5,6,79,10,34,47.8,11.3,15,72,15,1948,44
5,4144,FIRE,129.9,54.0,4,550,5,40,51.8,33.9,30,395,31,10410,131
1,4238,EARTHQUAKE,173.1,21.3,8,439,9,40,85.4,45.4,15,135,40,10605,146
9,1653,FIRE,138.7,24.0,5,361,7,21,86.1,45.6,30,290,25,4222,64
7,2196,FIRE,193.8,25.6,10,213,4,8,15.4,2.4,45,292,36,5560,87
8,3986,CYCLONE,297.4,42.2,1,360,5,9,3.4,39.7,45,871,45,10045,121
9,1451,OTHER,255.8,96.4,8,299,1,6,31.7,15.6,15,226,30,3718,58
7,2987,OTHER,197.2,9.0,3,290,10,48,50.3,6.9,45,369,24,7538,101
8,749,EARTHQUAKE,179.9,77.3,6,86,10,48,39.3,37.7,30,188,29,1952,43
7,1795,EARTHQUAKE,32.0,21.4,5,247,5,38,6.1,27.1,15,331,28,4558,66
6,4480,LANDSLIDE,142.5,24.6,5,1011,3,24,47.8,19.0,45,638,46,11260,141
1,4972,FLOOD,252.4,66.2,1,935,4,17,55.5,16.2,45,124,39,12440,148
2,4391,EARTHQUAKE,257.3,38.8,7,1034,5,20,9.5,41.3,30,238,46,10998,144
5,1733,EARTHQUAKE,274.8,63.1,7,360,5,6,82.4,47.1,60,238,34,4382,69
7,2735,OTHER,126.7,91.9,2,587,5,33,7.1,21.6,45,335,20,6908,87
8,234,FLOOD,192.4,18.4,8,48,3,1,40.4,31.8,45,50,27,665,26
10,683,FLOOD,47.3,51.6,3,149,7,21,45.4,43.8,30,171,15,1808,33
5,1431,OTHER,177.9,32.8,5,128,7,24,18.6,43.9,30,135,17,3628,58
1,198,CYCLONE,194.1,62.7,2,48,4,17,70.3,9.3,60,25,9,505,14
10,3523,CYCLONE,78.0,8.9,6,296,10,8,1.9,26.8,60,972,55,8908,123
8,980,EARTHQUAKE,214.1,19.1,5,105,8,25,13.5,43.0,30,222,29,2530,46
5,1561,LANDSLIDE,54.1,79.2,1,168,5,16,62.0,45.5,45,204,14,3952,52
10,3763,FLOOD,3.1,13.3,6,921,7,44,21.6,19.8,60,835,44,9508,127
10,2109,FLOOD,28.6,5.9,6,498,8,23,99.7,47.0,15,478,34,5372,80
1,2087,CYCLONE,185.9,30.3,7,384,3,36,4.6,9.8,30,68,25,5228,77
9,4047,FIRE,263.4,13.2,6,777,7,10,26.4,16.4,30,684,43,10208,135
8,2311,OTHER,108.2,43.0,5,398,5,34,31.6,44.7,45,321,24,5858,81
8,1249,CYCLONE,255.9,65.7,8,75,3,4,23.4,2.8,45,283,44,3202,55
3,3836,LANDSLIDE,34.8,89.5,8,223,6,46,56.3,23.4,15,294,36,9620,132
3,1022,FIRE,28.1,86.8,3,221,9,18,56.5,33.5,30,82,9,2585,44
10,43,CYCLONE,230.1,18.1,2,4,8,44,9.9,17.1,45,39,16,208,13
2,3239,FIRE,177.1,95.1,6,261,2,30,83.2,33.3,60,130,25,8118,107
5,4877,OTHER,1.7,97.0,10,1171,6,47,100.0,45.4,30,425,37,12242,165
4,408,OTHER,84.9,79.8,2,65,10,25,9.7,13.5,30,53,6,1060,26
7,740,FLOOD,255.7,16.3,7,79,3,8,30.2,40.3,45,121,27,1920,38
10,1085,FIRE,199.7,83.2,9,97,8,25,47.9,28.6,60,223,35,2812,57
2,3471,FIRE,184.2,43.4,7,238,9,22,97.3,34.1,30,150,27,8698,122
8,4329,OTHER,194.2,8.4,8,595,8,20,15.3,7.3,45,594,42,10902,148
4,4295,LANDSLIDE,88.6,4.8,2,1002,9,7,51.3,21.2,60,427,35,10778,136
10,2085,FIRE,76.5,8.2,9,111,8,12,78.7,42.3,15,400,38,5312,86
2,3419,OTHER,89.3,58.7,8,688,8,40,80.9,17.7,30,134,23,8568,122
4,1526,FLOOD,224.1,60.4,2,208,1,1,39.8,1.7,60,140,18,3855,49
8,3328,OTHER,289.7,60.2,8,367,10,24,69.2,48.2,60,468,38,8400,121
5,727,EARTHQUAKE,40.5,19.1,1,137,4,2,21.3,32.8,30,105,9,1868,27
7,4422,EARTHQUAKE,25.8,77.0,3,640,1,8,17.0,8.5,60,785,42,11125,133
8,3872,FLOOD,257.9,58.5,4,421,7,4,33.7,6.0,60,694,42,9760,126
7,4070,OTHER,173.6,73.1,5,233,7,32,51.6,36.5,60,494,33,10245,133
4,507,CYCLONE,5.7,57.6,9,31,7,31,12.1,31.5,45,83,19,1308,39
8,3583,FLOOD,48.4,72.6,8,425,4,33,22.4,45.5,45,638,45,9038,122
10,3847,EARTHQUAKE,265.0,72.3,7,930,6,31,80.1,42.4,30,987,63,9718,130
5,716,OTHER,144.9,17.3,3,122,2,27,94.3,25.2,30,65,10,1840,28
4,4571,FLOOD,299.8,35.9,5,554,3,12,82.9,44.8,15,407,44,11468,144
2,2776,LANDSLIDE,34.2,22.7,9,263,5,22,78.6,38.7,45,146,27,6960,102
3,4232,CYCLONE,200.8,70.6,8,887,2,7,78.3,30.9,15,352,50,10610,139
9,353,CYCLONE,31.6,63.0,4,81,3,47,29.6,22.6,60,101,18,972,21
2,1273,OTHER,109.1,81.9,2,279,8,27,77.0,1.3,60,64,10,3202,48
6,2359,CYCLONE,51.4,26.6,7,288,4,10,75.4,27.0,30,393,37,5958,85
3,3522,LANDSLIDE,275.4,89.8,9,735,6,2,44.5,38.7,15,272,42,8835,125
2,2781,FIRE,120.5,77.2,7,173,1,43,92.3,8.4,15,110,22,6972,94
9,2432,LANDSLIDE,120.6,68.1,9,546,6,23,1.3,14.7,30,534,49,6170,93
7,3665,OTHER,61.5,54.4,10,661,6,42,40.7,10.7,45,443,37,9232,131
2,312,CYCLONE,100.3,72.5,3,48,9,19,21.8,26.1,45,53,8,800,24
9,2801,OTHER,48.0,2.8,9,471,4,50,30.7,21.7,15,428,35,7092,102
1,3065,FIRE,188.1,35.4,1,617,2,29,30.1,37.1,60,63,21,7672,92
6,1944,OTHER,296.7,56.6,9,425,4,23,30.3,33.7,30,206,29,4920,78
7,4267,OTHER,74.3,32.8,10,377,6,30,10.2,35.9,60,512,40,10738,148
2,765,FLOOD,127.5,13.0,4,106,6,44,52.9,29.8,60,50,11,1932,36
5,4796,LANDSLIDE,190.9,99.7,8,941,7,11,14.9,7.2,60,588,53,12040,160
3,4214,CYCLONE,35.4,21.3,8,238,3,36,37.2,47.6,60,349,44,10565,139
2,1000,FIRE,171.5,4.0,3,73,5,24,30.7,24.8,30,48,11,2520,40
3,4840,LANDSLIDE,14.6,89.4,5,450,8,1,12.7,18.1,15,370,40,12130,156
7,3951,CYCLONE,92.9,45.2,6,814,8,47,83.5,7.5,30,768,51,9948,133
9,3785,LANDSLIDE,200.2,14.9,6,256,10,43,62.5,20.0,60,824,51,9552,130
6,4441,FLOOD,287.4,89.0,5,795,3,46,3.0,31.9,45,593,46,11162,140
9,1024,OTHER,167.8,19.2,10,162,1,37,52.4,37.8,15,157,31,2650,50
2,4366,EARTHQUAKE,288.7,27.5,4,432,10,29,8.9,27.1,45,251,44,10935,143
7,4834,FLOOD,147.4,93.4,6,664,7,2,86.0,16.6,45,759,49,12155,157
2,949,FLOOD,162.5,28.5,3,95,2,10,31.0,21.0,30,49,12,2392,35
1,2674,EARTHQUAKE,8.2,5.9,7,186,3,27,89.4,13.6,15,76,23,6695,93
1,1669,EARTHQUAKE,225.6,58.6,8,253,9,25,95.0,14.2,45,75,22,4182,73
8,4541,LANDSLIDE,19.6,2.9,4,1056,1,18,55.6,29.7,15,851,44,11432,139
4,4554,OTHER,235.6,30.5,7,633,9,14,78.4,8.0,30,324,34,11425,153
4,4413,LANDSLIDE,288.4,55.5,1,221,8,40,29.3,48.6,15,439,40,11072,136
1,3960,FIRE,179.4,83.9,7,989,4,38,84.1,14.8,30,88,28,9910,131
9,4622,FLOOD,90.2,39.5,2,998,9,18,87.9,11.3,45,928,38,11645,145
6,2151,OTHER,135.8,24.6,6,254,8,39,33.2,45.8,30,233,22,5438,81
1,4997,LANDSLIDE,1.3,1.0,3,662,8,49,39.6,5.0,15,139,36,12502,157
9,263,OTHER,133.6,12.3,7,56,6,25,18.1,38.6,15,52,20,748,28
2,3800,FIRE,280.9,44.5,4,754,5,44,92.2,18.5,15,154,29,9520,122
10,2493,OTHER,66.3,98.0,6,142,8,46,70.8,11.2,30,438,29,6332,91
7,918,FIRE,170.7,49.4,9,81,10,44,68.4,28.7,15,143,26,2365,54
10,1060,OTHER,19.5,26.0,10,234,9,47,78.3,10.4,15,196,31,2750,59
9,2081,OTHER,168.0,45.4,7,370,1,21,43.5,49.8,45,317,30,5292,74
2,4255,LANDSLIDE,148.7,51.7,1,964,4,4,28.2,21.6,60,215,35,10658,128
6,52,LANDSLIDE,58.4,8.2,10,10,4,45,42.7,4.6,30,19,23,190,25
4,1357,FIRE,93.2,62.6,2,75,7,2,59.5,31.7,45,120,12,3432,50
5,2034,FLOOD,142.1,95.9,1,435,9,16,94.4,39.0,60,252,19,5135,69
2,3667,CYCLONE,37.4,97.5,1,460,2,9,6.7,40.3,15,212,31,9188,109
5,3547,FLOOD,30.5,5.6,1,386,7,26,10.0,37.8,30,403,25,8918,110
10,96,LANDSLIDE,115.2,79.5,10,16,6,42,93.8,39.4,60,47,39,340,29
9,2698,CYCLONE,57.7,10.3,10,519,10,13,90.5,7.2,45,681,59,6835,107
6,3458,LANDSLIDE,217.4,44.5,4,268,1,4,13.2,29.6,45,491,39,8705,108
5,4791,CYCLONE,232.6,14.7,5,817,5,24,97.0,26.4,30,656,56,12028,152
1,1954,CYCLONE,245.8,55.9,1,262,4,13,64.2,10.9,15,71,24,4895,62
6,1561,OTHER,142.7,69.2,8,265,6,38,56.8,17.4,45,173,23,3962,67
7,2702,EARTHQUAKE,31.5,87.6,1,403,1,41,22.7,12.3,30,485,24,6825,80
4,3948,OTHER,230.5,81.5,7,359,3,1,36.6,4.6,15,275,31,9910,130
9,953,EARTHQUAKE,87.2,19.4,10,221,6,3,97.5,10.8,45,234,44,2472,53
3,1803,FIRE,215.7,34.0,9,178,4,2,18.0,13.8,15,110,22,4538,74
1,1134,LANDSLIDE,196.5,88.5,6,269,5,30,24.4,40.7,30,49,16,2845,49
9,3563,OTHER,19.6,14.4,3,744,4,35,38.1,19.3,60,543,25,8998,112
4,388,CYCLONE,176.2,85.4,5,80,6,16,5.8,40.0,30,70,17,1010,27
9,4794,LANDSLIDE,62.8,8.1,8,998,10,5,17.2,20.0,45,1035,61,12075,163
8,4260,LANDSLIDE,53.7,71.2,9,804,8,31,27.2,20.6,15,824,57,10730,148
4,1808,EARTHQUAKE,135.6,23.4,4,201,7,37,16.1,42.3,45,204,24,4560,67
9,704,EARTHQUAKE,225.5,29.5,9,84,10,3,46.8,31.4,60,191,42,1850,48
8,3840,LANDSLIDE,122.7,80.5,6,401,1,12,44.4,14.0,15,727,47,9680,123
6,685,FIRE,252.8,51.3,2,141,4,7,12.3,18.7,30,88,13,1772,28
6,1620,OTHER,98.8,30.3,5,142,10,9,99.8,37.9,45,184,18,4110,66
1,2463,FIRE,246.7,78.3,7,589,10,49,65.7,24.1,30,73,21,6168,94
7,1874,EARTHQUAKE,217.0,21.0,4,287,9,49,47.1,40.9,45,357,31,4755,71
2,2574,EARTHQUAKE,128.6,94.2,7,236,8,36,3.5,7.8,30,162,28,6455,96
5,89,LANDSLIDE,243.1,83.4,6,8,7,44,75.4,38.4,45,38,18,272,22
6,4818,FLOOD,170.3,3.2,3,388,6,37,63.2,30.5,60,642,42,12105,150
7,1682,LANDSLIDE,19.1,38.6,8,120,10,29,64.1,15.9,30,306,32,4275,74
2,4539,EARTHQUAKE,9.6,68.9,8,251,4,5,91.2,19.9,30,246,40,11368,150
4,2394,OTHER,157.3,45.5,6,367,3,21,86.0,21.1,30,169,21,6025,83
2,1067,CYCLONE,125.5,74.3,7,257,4,9,87.1,16.2,60,78,18,2688,48
3,4955,CYCLONE,281.7,58.7,9,958,8,18,20.6,49.6,60,428,59,12418,168
2,3280,CYCLONE,242.3,52.6,10,740,8,30,57.8,37.1,45,206,42,8220,122
8,2850,OTHER,252.8,79.2,7,491,3,27,25.3,45.1,60,391,33,7205,98
8,3161,OTHER,55.0,56.9,7,599,1,16,88.6,8.7,45,427,31,7982,105
2,1789,LANDSLIDE,123.4,76.2,2,445,2,49,11.0,38.6,45,96,17,4492,57
7,3704,EARTHQUAKE,75.8,50.6,8,204,8,25,34.7,20.6,30,677,51,9330,130
7,319,FLOOD,75.2,70.9,3,36,8,32,46.4,5.0,30,75,11,868,23
8,1158,LANDSLIDE,246.1,84.2,3,252,10,7,18.1,7.1,60,252,23,2975,49
3,645,OTHER,229.1,67.7,3,89,3,14,71.6,44.7,30,43,10,1642,27
8,401,OTHER,243.5,64.1,2,51,5,29,5.7,1.2,60,68,11,1082,20
4,2055,FIRE,272.6,20.0,1,276,1,22,82.1,34.3,15,154,18,5178,62
4,801,OTHER,50.4,16.7,7,122,6,21,56.4,10.3,30,67,12,2042,43
9,3246,LANDSLIDE,36.2,21.4,6,372,1,26,65.6,1.6,30,686,43,8205,106
8,1813,FLOOD,197.4,27.8,10,224,2,14,41.4,38.6,60,322,43,4612,74
2,4402,CYCLONE,51.4,95.9,10,505,7,44,92.5,38.8,30,267,45,11025,153
6,1446,OTHER,228.5,68.8,8,91,1,39,91.3,23.0,30,151,24,3675,58
9,4822,OTHER,296.5,23.3,10,973,2,20,24.0,22.0,30,729,53,12145,160
10,660,FLOOD,41.3,49.9,4,53,4,42,4.3,46.2,60,158,18,1750,31
6,1109,FIRE,95.3,78.7,1,170,7,42,81.4,37.8,30,143,10,2832,41
6,2817,EARTHQUAKE,61.7,5.4,4,592,4,39,87.3,26.6,30,435,32,7102,92
8,59,FLOOD,261.0,7.0,4,3,3,14,13.0,9.5,30,19,18,228,13
4,4166,FLOOD,127.9,46.7,3,809,4,28,18.1,13.2,45,376,34,10455,129
10,3682,OTHER,60.4,86.2,8,243,6,26,38.1,24.1,60,631,40,9305,127
9,3560,EARTHQUAKE,245.9,79.4,1,720,7,6,76.0,46.2,30,830,37,8990,111
9,1449,FIRE,114.1,30.6,5,181,10,31,7.7,7.7,60,263,23,3712,61
4,1277,EARTHQUAKE,1.3,86.2,6,189,7,26,97.1,19.3,60,157,19,3232,55
5,4829,FLOOD,122.6,3.9,2,613,10,11,19.8,22.4,45,549,38,12122,152
6,4184,OTHER,146.6,68.8,1,753,7,48,25.1,24.4,45,437,25,10520,129
1,1221,FIRE,181.6,94.4,3,123,10,38,95.2,42.2,15,51,12,3062,51
2,766,OTHER,213.5,38.4,10,187,2,34,91.0,43.9,30,32,13,1935,44
7,2081,OTHER,90.7,96.8,7,347,7,49,87.7,36.7,15,263,24,5272,80
2,4700,FIRE,244.3,26.9,4,1109,7,45,31.2,49.4,60,190,33,11770,149
1,803,FLOOD,232.1,41.8,7,145,7,11,18.1,10.1,30,39,14,2018,44
4,3995,EARTHQUAKE,150.8,11.0,10,850,3,13,6.4,10.0,30,410,49,10028,137
5,3358,LANDSLIDE,188.1,62.4,3,221,2,25,12.9,4.1,15,403,34,8445,104
10,1933,LANDSLIDE,145.6,76.1,1,120,1,43,58.5,49.4,15,461,21,4932,58
4,4288,FLOOD,112.7,52.0,5,1013,8,49,34.0,22.0,45,397,37,10760,141
6,2592,EARTHQUAKE,282.3,66.5,7,446,6,22,80.7,1.2,60,413,44,6540,94
3,220,CYCLONE,36.9,53.1,4,27,10,44,66.1,24.3,60,55,8,580,24
4,35,OTHER,287.3,81.3,1,6,1,48,32.9,22.8,60,10,7,128,4
7,676,FIRE,128.4,93.1,8,167,2,47,38.8,30.8,30,98,22,1760,37
9,4694,OTHER,151.4,12.8,2,517,9,30,17.2,22.9,15,723,31,11825,147
8,4439,EARTHQUAKE,73.0,17.0,2,315,1,11,92.9,17.0,60,892,41,11178,132
5,1815,OTHER,77.3,47.6,2,332,9,41,72.7,5.4,45,172,13,4588,65
4,4728,CYCLONE,19.4,34.3,7,854,9,28,80.9,12.0,15,537,50,11860,158
5,728,FLOOD,26.7,74.1,4,144,2,37,37.1,42.8,60,90,12,1870,31
10,23,FIRE,18.6,53.6,7,5,6,50,36.8,34.3,30,21,20,158,21
9,4938,CYCLONE,66.6,39.5,9,1088,6,10,81.7,15.5,30,1209,74,12435,165
8,3743,EARTHQUAKE,180.4,14.6,1,635,5,33,99.0,7.0,60,765,36,9438,114
4,4065,FIRE,211.2,37.7,6,327,4,47,93.5,12.0,15,310,34,10202,132
3,4003,OTHER,117.5,98.4,3,993,9,26,34.1,34.2,45,225,25,10038,129
7,3213,FLOOD,158.4,28.3,4,611,9,26,10.2,16.8,15,513,34,8102,109
5,3758,OTHER,49.1,13.8,8,406,3,14,22.2,37.7,15,320,30,9445,126
6,4725,FLOOD,203.5,98.8,3,592,7,44,84.2,46.4,15,641,42,11872,148
6,3891,EARTHQUAKE,283.5,11.7,9,700,10,28,97.0,31.7,60,615,58,9788,139
4,288,FLOOD,72.3,48.9,10,69,7,50,69.3,40.0,15,47,17,760,35
8,3140,FIRE,189.7,44.5,1,232,2,8,49.2,33.8,30,468,24,7930,94
1,4817,CYCLONE,296.2,47.9,2,1006,3,25,48.7,32.6,60,143,49,12052,145
5,4691,EARTHQUAKE,29.8,6.3,9,408,1,26,55.8,27.3,60,590,53,11778,153
2,4260,CYCLONE,161.7,81.9,2,854,4,43,89.8,9.9,30,249,41,10670,130
1,4554,LANDSLIDE,240.2,12.3,3,751,3,6,56.5,42.7,15,116,40,11395,139
2,1031,CYCLONE,89.6,96.6,3,138,1,16,30.4,47.4,45,68,14,2598,36
9,3654,EARTHQUAKE,173.1,69.5,9,848,6,39,54.1,11.3,15,847,63,9225,128
1,1952,FLOOD,56.4,30.0,4,471,10,36,22.0,18.6,30,71,15,4890,74
10,3467,FLOOD,165.0,26.1,3,450,2,17,67.8,47.1,30,759,37,8768,107
9,1679,FLOOD,188.9,26.9,4,323,10,43,65.0,26.1,30,356,28,4288,66
7,1267,FIRE,297.7,43.4,1,307,4,5,27.4,27.0,60,175,15,3238,42
2,2708,OTHER,26.7,90.9,5,214,4,18,1.5,19.5,30,104,17,6790,91
7,870,FLOOD,52.7,72.8,5,145,8,7,53.1,35.3,45,159,18,2245,43
9,2230,CYCLONE,29.7,4.8,6,533,7,12,34.8,37.3,60,558,40,5665,83
8,4862,EARTHQUAKE,77.7,68.7,3,882,3,25,57.0,14.1,45,988,48,12235,148
4,4996,LANDSLIDE,212.0,18.3,6,1047,9,19,27.9,22.0,30,493,49,12530,164
5,722,FIRE,122.0,31.3,2,127,2,47,24.4,5.6,15,73,9,1855,27
2,2351,CYCLONE,278.9,80.8,1,569,7,44,51.1,36.8,60,156,29,5898,76
8,4228,OTHER,299.4,88.8,2,554,10,13,91.1,37.5,60,590,31,10650,135
9,2836,EARTHQUAKE,298.3,66.1,9,529,1,39,45.1,9.3,30,648,61,7180,100
3,625,FIRE,251.8,51.4,1,84,7,11,37.6,6.5,30,54,10,1592,27
9,975,FIRE,89.8,29.4,4,49,10,26,22.1,15.9,15,185,17,2528,46
8,4009,FLOOD,106.7,61.6,6,439,2,1,35.3,36.4,60,705,44,10102,129
6,82,FLOOD,129.2,19.8,9,12,3,27,12.8,24.9,30,20,21,265,23
5,1862,LANDSLIDE,118.6,29.9,7,425,9,18,11.3,22.5,60,245,29,4705,76
3,1155,FIRE,224.1,0.6,4,83,5,3,13.8,21.6,45,75,15,2918,46
1,1323,OTHER,59.7,47.9,5,97,8,36,49.8,34.4,30,41,9,3318,56
6,3285,CYCLONE,217.8,74.2,7,250,2,2,13.0,17.9,15,540,50,8272,110
4,436,OTHER,249.0,43.0,10,86,7,31,29.3,24.8,60,46,17,1130,39
4,1259,OTHER,153.4,24.9,2,280,4,43,82.2,10.7,15,94,11,3188,44
9,1494,EARTHQUAKE,297.8,59.1,3,143,3,26,4.3,49.5,30,351,30,3825,52
7,154,CYCLONE,59.9,86.4,7,20,5,45,63.5,12.3,45,54,23,455,23
7,3935,FLOOD,153.0,64.4,5,283,6,18,94.3,35.9,30,618,41,9908,128
6,399,EARTHQUAKE,12.3,5.2,6,36,8,18,90.9,5.9,30,84,17,1058,31
5,4034,FIRE,100.3,11.2,1,752,3,22,36.4,40.7,45,377,26,10135,120
4,2270,EARTHQUAKE,175.3,8.7,2,172,10,8,4.6,48.4,30,258,25,5715,79
4,3661,FLOOD,22.5,54.7,6,403,8,49,20.6,36.3,15,343,32,9192,125
3,1580,LANDSLIDE,165.1,25.3,9,387,6,29,63.2,6.8,60,130,25,3980,69
2,3965,LANDSLIDE,157.1,95.2,1,330,5,45,96.8,15.2,15,208,33,9932,120
4,3266,LANDSLIDE,205.4,87.0,2,271,9,25,56.5,20.1,45,338,31,8205,106
4,1517,FLOOD,48.0,21.8,1,342,9,30,50.6,36.3,45,157,12,3832,54
5,1814,FIRE,212.5,55.2,3,171,9,16,29.5,32.3,45,190,19,4585,67
3,2225,FLOOD,192.7,24.9,4,349,1,42,35.1,30.7,45,149,23,5592,73
6,691,OTHER,265.2,26.4,3,90,10,19,32.8,3.8,15,91,13,1788,36
6,1806,OTHER,289.6,17.7,1,284,10,7,72.4,34.7,45,202,16,4575,64
10,4522,EARTHQUAKE,245.1,22.1,5,410,7,10,44.9,36.8,60,1154,60,11405,146
6,1225,LANDSLIDE,28.1,18.2,3,261,3,13,57.2,47.2,30,182,16,3122,44
5,182,FIRE,48.9,17.8,7,34,4,5,14.8,21.9,60,27,12,505,23
7,831,OTHER,158.0,72.7,1,141,7,25,2.6,41.5,15,116,9,2148,33
3,2044,FLOOD,80.3,93.9,10,107,1,7,54.5,41.1,15,144,25,5140,79
4,1150,LANDSLIDE,227.9,89.2,3,128,8,10,24.8,27.6,45,138,19,2915,47
9,1018,FLOOD,247.5,10.3,5,71,7,10,0.6,12.0,30,218,28,2635,46
7,3167,EARTHQUAKE,106.0,28.7,7,593,2,32,17.4,6.4,15,563,45,7988,106
5,2937,FLOOD,184.7,11.8,2,672,10,10,18.2,27.0,30,345,27,7392,98
7,1240,OTHER,206.1,62.5,5,148,2,18,91.7,33.4,45,153,19,3170,47
2,27,EARTHQUAKE,233.3,14.7,3,3,8,5,11.8,21.9,45,27,9,88,15
3,750,FIRE,298.4,18.2,7,90,8,28,48.4,48.7,45,60,16,1905,43
3,2024,LANDSLIDE,125.6,49.7,9,300,9,15,38.8,29.5,60,172,27,5090,85
9,4743,OTHER,243.4,21.9,2,460,1,14,99.4,1.8,60,715,33,11948,141
3,912,FLOOD,273.4,36.1,3,99,3,36,97.2,45.7,30,70,16,2310,35
4,1849,FLOOD,224.1,11.7,3,232,1,45,96.5,19.2,15,164,22,4662,60
10,614,LANDSLIDE,251.2,87.0,1,48,3,6,24.9,1.6,60,160,15,1635,23
3,1504,LANDSLIDE,223.1,74.8,5,216,6,29,78.2,35.1,45,129,22,3790,59
2,1287,FLOOD,264.3,3.2,3,193,1,26,83.4,34.3,60,59,17,3238,44
9,2123,CYCLONE,150.6,70.9,7,501,5,6,52.4,48.9,30,533,47,5398,80
4,3290,CYCLONE,16.8,39.2,9,562,2,45,47.1,16.3,60,362,41,8265,114
7,1360,FLOOD,241.0,64.7,4,141,2,5,36.6,39.2,45,217,24,3470,49
1,1972,FIRE,48.8,10.6,4,334,5,13,55.4,32.3,15,48,13,4940,69
4,2215,FLOOD,293.0,56.5,10,547,8,3,5.3,5.6,45,218,35,5578,91
1,2931,FIRE,287.6,50.0,6,587,6,9,70.4,5.8,60,71,24,7338,102
9,837,CYCLONE,242.2,15.0,10,175,8,38,86.9,2.8,30,228,50,2182,52
3,3803,FLOOD,265.6,9.3,4,862,3,50,72.0,49.7,45,256,36,9538,120
8,1084,FIRE,87.3,62.3,7,62,7,16,21.3,30.9,15,179,23,2790,52
3,4654,OTHER,298.3,9.7,1,365,5,36,86.8,40.1,15,243,30,11665,140
8,780,LANDSLIDE,94.1,93.4,3,49,10,24,35.7,4.5,60,182,16,2030,38
5,3886,FIRE,228.9,44.2,3,924,10,32,4.4,43.1,60,381,31,9765,127
7,1066,LANDSLIDE,110.0,84.5,6,132,7,33,45.3,44.0,15,202,25,2735,49
10,477,OTHER,237.2,70.0,9,24,2,19,37.9,28.9,15,88,30,1292,34
4,3190,LANDSLIDE,200.7,34.9,8,569,8,7,9.0,36.9,60,323,39,8015,115
7,1644,LANDSLIDE,98.6,31.7,10,242,8,8,28.2,2.9,30,294,39,4180,75
8,1202,OTHER,64.0,56.8,10,246,1,24,79.1,48.9,30,166,27,3085,55
1,1742,FLOOD,285.8,68.4,5,174,3,6,14.6,14.4,15,51,20,4365,63
5,3708,LANDSLIDE,157.4,67.0,5,321,1,6,89.5,22.0,45,442,39,9320,117
3,1636,FIRE,282.6,48.2,9,307,3,45,44.0,45.7,60,100,23,4120,68
1,4604,CYCLONE,59.6,72.3,10,797,6,43,98.6,47.0,45,150,43,11520,158
1,1242,LANDSLIDE,280.1,49.9,6,90,7,17,52.3,1.2,60,53,19,3115,54
3,3690,OTHER,290.8,9.7,4,734,4,27,69.8,38.9,60,193,27,9255,117
4,2861,EARTHQUAKE,285.7,97.2,10,689,6,24,2.1,44.9,15,314,45,7192,108
8,3745,LANDSLIDE,123.1,35.2,9,506,6,8,92.7,23.5,45,719,55,9442,131
3,4538,CYCLONE,48.8,43.6,5,993,7,41,28.7,31.4,15,390,44,11375,147
2,860,FLOOD,194.9,61.6,7,60,10,35,10.4,22.8,15,69,15,2170,49
5,3455,EARTHQUAKE,66.9,45.5,7,251,8,8,35.4,39.9,60,460,41,8688,121
7,3252,FLOOD,281.9,78.2,9,347,5,20,83.9,40.0,60,513,49,8200,116
4,44,LANDSLIDE,9.8,2.6,6,9,9,48,60.2,17.4,60,30,9,150,22
4,4562,LANDSLIDE,57.8,64.4,1,959,10,28,13.3,32.2,30,460,35,11445,142
7,2616,CYCLONE,47.5,23.1,3,394,10,26,84.4,31.7,45,523,31,6610,91
9,1312,FIRE,61.1,9.3,7,68,10,10,3.3,35.7,15,239,26,3370,61
10,3142,FLOOD,222.7,13.1,8,555,6,12,24.4,45.0,45,698,52,7955,112
4,4396,EARTHQUAKE,217.9,80.7,7,897,1,18,8.8,8.0,15,451,50,11030,141
10,857,FLOOD,137.7,59.6,2,67,5,12,9.7,25.2,45,204,16,2242,33
4,3211,FLOOD,147.3,2.2,2,472,2,14,68.9,19.4,45,284,27,8068,98
8,1329,EARTHQUAKE,89.6,90.4,10,234,1,8,97.6,49.7,60,278,43,3402,59
10,4925,CYCLONE,1.5,52.2,5,1158,4,39,3.4,2.1,30,1332,59,12412,155
4,2999,FLOOD,269.6,2.9,3,281,3,18,27.7,10.8,15,268,30,7538,95
6,4527,OTHER,88.3,74.5,8,621,7,13,25.4,10.7,45,472,36,11378,152
7,852,CYCLONE,237.9,58.8,3,177,8,28,88.3,21.8,45,191,23,2200,38
